emp_no,first_name,last_name,birth_date
82541,Honesty,Thiran,1953-10-01
82543,Adib,Hebert,1952-10-04
82544,Eberhardt,Keirsey,1954-02-11
82549,Moriyoshi,Bharadwaj,1953-08-24
82551,Luise,Ritzmann,1955-06-03
82553,Barry,Georgakopoulos,1952-03-21
82555,Fabrizio,Kavraki,1953-06-23
82556,Gina,Capobianchi,1953-07-13
82557,Cheong,McClure,1952-09-12
82558,Munehiko,Hofstetter,1954-10-31
82566,Mary,Portugali,1952-02-24
82568,Giri,Flanders,1953-11-25
82571,Padma,Argence,1953-12-23
82572,Moie,Brattka,1953-12-31
82573,Genevieve,Berendt,1952-11-26
82580,Yuchang,Erde,1955-12-03
82585,Berry,Bodoff,1952-10-06
82589,Mingzeng,Picaronny,1954-01-16
82591,Ugo,Lampe,1954-05-30
82594,Qingxiang,Hartvigsen,1952-02-13
82595,Valdiodio,Zeleznik,1953-08-02
82598,Palash,Chenoweth,1954-11-03
82599,Yefim,Conta,1952-02-03
82601,Munehiko,Nitto,1954-07-28
82604,Goncalo,Hertweck,1952-07-21
82607,Miquel,Ozeki,1953-08-16
82608,Djenana,Slobodova,1955-04-28
82609,Kazuhide,Marzano,1952-12-08
82613,Elrique,Roisin,1952-09-27
82614,Hiroyasu,Segond,1952-06-01
82624,Yishay,Lindenbaum,1955-02-18
82626,Adit,Reeken,1955-07-07
82631,Shunichi,Bugrara,1954-08-16
82634,Volkmar,Plesums,1953-05-27
82644,Kellyn,Pleszkun,1952-11-26
82646,Shugo,Plump,1955-08-20
82648,Persi,Azuma,1952-11-26
82651,Mohit,Velardi,1955-10-19
82652,Woody,Takanami,1953-03-17
82655,Baziley,McFarlin,1955-11-15
82656,Cordelia,Rassart,1954-05-23
82659,Xiping,Schmittgen,1955-06-04
82663,Doowon,Baaz,1953-02-15
82667,Phillip,Panwar,1955-10-04
82668,Feipei,Menhardt,1953-07-23
82669,Froduald,Welham,1952-03-13
82670,Guttorm,Nyanchama,1952-07-02
82672,Nectarios,Baez,1954-06-17
82673,Uta,Hettesheimer,1954-02-13
82674,Mariusz,Rikino,1953-06-30
82675,Morrie,Chaudhury,1955-02-21
82677,Adil,Decaestecker,1953-08-21
82678,Poorav,Haldar,1954-05-22
82680,Ymte,Gyimothy,1955-01-04
82683,Pantung,Dayang,1954-12-29
82685,Taizo,Zockler,1953-05-12
82686,Dung,Mersereau,1955-06-08
82687,Tesuya,Bernick,1954-09-14
82689,Zijian,Crouzet,1955-12-24
82691,Krassimir,Chenney,1954-05-02
82698,Shaz,Lipner,1954-07-22
82700,Alagu,Schiper,1953-04-22
82704,Marla,Lunn,1955-01-31
82705,Ingmar,Ladret,1953-11-03
82706,Saniya,Syrzycki,1955-05-26
82708,Rajmohan,Basagni,1954-04-19
82717,Maia,Meriste,1953-10-06
82721,Arvind,Showalter,1953-04-18
82723,Maya,Azumi,1952-12-01
82726,Sedat,Prampolini,1952-04-20
82729,Annemarie,Georgatos,1955-03-24
82737,Kien,Mamelak,1953-12-21
82746,Shen,Stamatiou,1953-08-07
82747,Kankanahalli,Danlos,1953-06-08
82751,Nirmal,Haumacher,1954-03-08
82754,Cheong,Ranai,1954-02-10
82755,Takahira,Barriga,1952-09-08
82760,Weiwu,Dulay,1954-11-17
82761,Mabry,Underwood,1954-02-25
82764,Fumiko,Strehl,1952-07-20
82772,Fuqing,Vanwelkenhuysen,1955-02-25
82774,Aral,Maierhofer,1955-08-01
82780,Ibibia,Willoner,1955-07-22
82782,Tesuro,Weisert,1955-09-21
82784,Zhigen,Papsdorf,1953-09-17
82796,Bilhanan,Verhaegen,1954-08-24
82803,Duri,Waterhouse,1955-03-04
82806,Xiong,Bahk,1952-11-03
82808,Sumant,Reinhart,1953-05-30
82812,Heather,Morrey,1955-09-21
82815,Alper,Ranum,1955-01-14
82816,Tooru,Naumovich,1953-08-02
82821,Bokyung,Cappelletti,1953-09-06
82823,Geraldo,Alvarado,1955-09-27
82824,Gopalakrishnan,Wiegley,1955-01-24
82828,Martien,Maierhofer,1954-11-27
82829,Mitsuyuki,Pagter,1955-07-18
82830,Shaw,Munos,1955-01-22
82831,Bader,Melski,1953-02-21
82832,Minghong,Picco,1954-05-27
82833,Eben,Lemarechal,1954-05-04
82834,Kersti,Lieblein,1954-03-03
82835,Jaber,Dredge,1952-06-19
82840,Toshimori,Legleitner,1954-10-13
82848,Snehasis,Smeets,1953-07-26
82849,Makato,VanScheik,1954-08-27
82850,Woody,Puoti,1954-12-13
82856,Hidefumi,Erez,1955-04-20
82857,Arvin,Vidya,1953-09-10
82858,True,Taubman,1953-05-10
82859,Erez,Gluchowski,1953-09-08
82862,Christfried,Ligten,1955-11-24
82866,Sampalli,Morrow,1955-02-26
82870,Xinyu,Vrecion,1954-10-17
82875,Domenick,Terekhov,1954-05-22
82882,Stamatina,Cronin,1954-01-22
82886,Rayond,Pettis,1952-10-16
82889,Arif,Farrag,1954-12-08
82893,Junsik,Unni,1953-11-13
82895,Ramya,Peck,1955-02-13
82898,Ziyad,Kawashima,1952-08-26
82901,Susanna,Spieker,1953-11-26
82905,Domenick,Luks,1955-12-26
82906,Kristinn,Schwartzburd,1955-03-27
82908,Mitsuyuki,Raoux,1952-07-02
82911,Irena,Bierman,1953-04-05
82913,Luerbio,Gammage,1953-07-23
82914,Tadahiko,Kulisch,1954-03-28
82915,Geoffrey,Ressouche,1952-04-21
82926,Yinghua,Kandlur,1955-08-02
82927,Gudjon,Yemenis,1955-06-20
82930,Pramod,Denna,1952-06-17
82934,Naftaly,Tsunoo,1952-02-25
82936,Pintsang,Uludag,1954-04-13
82944,Alois,Gomatam,1955-05-16
82946,Khaled,Ratnakar,1952-04-28
82947,Yolla,Fordan,1953-12-11
82952,Goetz,Crouzet,1955-01-03
82956,Sudhanshu,Sundgren,1952-10-31
82961,Kendra,McClure,1955-11-07
82962,Kristof,Pluym,1952-08-20
82966,Renny,Crooks,1953-10-28
82967,Mountaz,Quadeer,1954-02-15
82970,Qiwen,Servieres,1955-06-18
82979,Magdalena,Yeung,1953-10-29
82981,Fayez,Mitina,1954-01-24
82982,Toshimori,Madeira,1952-09-08
82985,Caolyn,Usdin,1954-12-02
82986,Fumiko,Cools,1955-10-03
82992,Jixiang,Marwedel,1955-07-18
82996,Shahab,Ramras,1952-05-14
82997,Ramachenga,Zlotek,1953-02-28
82998,Mary,Linares,1953-11-20
83000,Apostol,Talmor,1952-12-11
83004,Sumant,Zockler,1954-02-18
83006,Miyeon,Pelz,1954-12-09
83007,Zengping,Tsukuda,1952-09-17
83008,Arlette,Wegerle,1954-05-31
83009,Francesca,Gerteisen,1952-04-11
83012,Jianhua,Fetvedt,1955-08-23
83018,Ohad,Kitsuregawa,1953-04-28
83019,Keiichiro,Ozery,1953-08-13
83021,Mohan,Godskesen,1955-03-23
83023,Kensei,McDermid,1953-04-16
83028,Erzsebet,Leuchs,1953-05-02
83031,Jaber,Dratva,1953-04-02
83032,Baruch,Junet,1953-03-27
83035,Mart,Lamparter,1954-03-01
83037,Anneke,Matteis,1955-08-29
83039,Yonghong,Facello,1954-06-21
83043,Spyrose,Janocha,1952-10-14
83044,Harngdar,Schlenzig,1953-11-03
83049,Susanne,Poehlman,1952-09-20
83052,Henk,Whitcomb,1955-08-29
83053,Kotesh,Bakhtari,1954-06-27
83055,Kwun,Luon,1955-05-14
83056,Muneo,Pesch,1955-04-30
83057,Niteen,Passafiume,1953-06-24
83060,Kinh,Harnett,1952-11-09
83066,Sudharsan,Lamba,1954-05-14
83068,Cristinel,Kawashima,1952-12-21
83070,Hisao,Whittlesey,1955-11-12
83071,Nidapan,Ranft,1954-09-22
83083,Atilio,Dolinsky,1953-08-09
83084,Divier,Argence,1955-07-26
83092,Bernt,Kranzdorf,1954-06-07
83106,Limsoon,Wossner,1952-09-18
83114,Vesna,Perelgut,1954-11-30
83123,Aemilian,Randt,1953-02-08
83125,Frederique,Staudhammer,1954-03-04
83126,Marla,Khamsi,1953-01-15
83128,Goh,Liedekerke,1955-11-12
83131,Guoxiang,Falco,1952-08-27
83134,Mayuri,Rosis,1955-11-19
83135,Elrique,Shigei,1954-05-14
83136,Debatosh,Slaats,1952-12-06
83138,Frazer,Yeung,1955-12-23
83142,Yuguang,Plavsic,1955-01-21
83143,Luisa,Krupka,1955-09-07
83144,Kwun,Sooriamurthi,1954-04-29
83146,Matt,Nitta,1952-12-15
83157,Ingmar,Zeilberger,1955-01-18
83158,Teruyuki,Cullers,1954-06-14
83167,Nagui,Chachaty,1952-02-20
83168,Yechiam,Danner,1952-02-07
83169,Tsz,Buescher,1953-03-11
83175,Itzchak,Reeker,1953-01-14
83178,Jamaludin,Fujisawa,1952-09-04
83179,Jaques,Ermel,1954-10-06
83184,Menkae,Plump,1953-09-18
83189,Kristian,Birrer,1955-02-10
83194,Vidar,Bridgland,1952-05-20
83195,Douadi,Thebaut,1953-03-05
83197,Parviz,Sanella,1952-11-06
83199,Kellyn,Schurmann,1955-03-11
83204,Pranav,Hennebert,1954-09-09
83210,Seongbae,Zockler,1952-05-23
83213,Charlene,Bakhtari,1955-06-28
83218,Adam,Syrzycki,1954-05-17
83220,Heather,Gerteisen,1953-07-15
83229,Bingning,Sudbeck,1953-03-22
83230,Jaana,Lammel,1952-07-08
83231,Mandell,Karcich,1955-01-09
83232,Satyanarayana,Chimia,1954-09-22
83233,Kerryn,Giarratana,1955-12-11
83236,Leah,Georg,1954-03-22
83238,Masako,Schwaller,1954-04-12
83241,Patricio,Schlumberger,1952-09-18
83242,Suebskul,Chenney,1955-09-17
83244,Constantine,Hiroyama,1954-06-26
83251,Duangkaew,Itzigehl,1953-12-08
83259,Kristin,Felder,1953-03-12
83260,Premsyl,Markovitch,1952-09-08
83261,Matk,Winter,1955-07-06
83265,Dannz,Sanella,1955-10-21
83268,Sailaja,Rikino,1954-03-14
83273,Berna,Sidhu,1954-10-17
83275,Izaskun,Besselaar,1954-03-04
83279,Syozo,Beeson,1954-12-17
83284,Genta,Ghalwash,1952-12-30
83286,King,Perfilyeva,1953-03-15
83288,Kwangsub,Haraldson,1952-05-17
83294,Gudjon,Petersohn,1952-11-04
83296,Pascal,Lorin,1953-06-20
83298,Arvin,Poulakidas,1952-09-17
83299,Fei,Bellone,1954-09-08
83301,Kish,Linares,1955-11-12
83304,Lenore,Pocchiola,1955-03-13
83305,Chanjung,Stanfel,1953-11-14
83310,Tsvetan,Valette,1952-11-25
83316,Sukumar,Dengi,1955-11-22
83320,Kenroku,Rattan,1955-06-16
83322,Yahiko,Delgrange,1953-04-14
83324,Mang,Zeleznik,1954-10-30
83325,Taisook,Cochrane,1954-02-24
83326,Rajmohan,Schlegelmilch,1953-10-26
83328,Ute,Demri,1953-07-23
83334,Arno,Thebaut,1953-02-25
83336,Ewing,Zongker,1954-10-12
83337,Shuichi,Schrift,1954-05-29
83338,Adas,Decleir,1953-03-13
83341,Marsal,Flanders,1952-02-28
83342,King,Piancastelli,1955-11-28
83348,Bokyung,Kuszyk,1954-01-16
83350,Nakhoon,Strooper,1955-11-13
83354,Doowon,Czaja,1955-07-13
83356,Vishwani,Begiun,1954-12-26
83369,Keiichiro,Plesums,1952-06-09
83375,Anestis,Kenevan,1954-04-01
83381,Dietrich,Borovoy,1952-12-18
83382,Tiina,Siepmann,1953-07-05
83385,Berry,Falco,1953-08-05
83389,Maia,Diderrich,1954-10-07
83392,Evgueni,Junet,1952-04-05
83397,Kazuhira,Remmers,1955-04-12
83400,Lene,Brobst,1953-11-23
83408,Brewster,Pettey,1954-10-20
83410,Pantung,Marrakchi,1954-07-09
83411,Tonny,Swiss,1953-02-18
83419,Nectarios,DiGiano,1955-10-16
83422,Reinhard,Poupard,1955-02-25
83424,Shigeu,Peha,1952-09-28
83432,Sedat,Belinskaya,1953-02-21
83435,Morris,Fargier,1953-01-21
83436,Ult,Serdy,1954-12-15
83441,Marsal,Ponthieu,1952-04-08
83443,Shigeu,Nooteboom,1952-03-21
83447,Minghong,Trystram,1955-08-29
83448,Heping,Polajnar,1952-08-27
83453,Rutger,Aloia,1954-05-05
83468,Charlene,Beilner,1955-11-18
83470,Marsal,Papsdorf,1955-05-04
83476,Steve,Porenta,1955-02-02
83477,Jayson,Frijda,1955-09-29
83478,Goa,Budinsky,1954-12-30
83481,Munir,Braccini,1952-06-05
83488,Uzi,Gente,1953-03-30
83491,Karsten,Pena,1954-11-08
83493,Oksana,Danlos,1953-12-10
83503,Isaac,Hiraishi,1952-03-10
83506,Mohamadou,Lamma,1954-02-07
83507,Shugo,Chimia,1953-11-11
83512,Dinkar,Heuser,1952-07-07
83515,Fay,Collavizza,1953-11-29
83519,Heather,Uhrig,1955-02-20
83522,Wanqing,Cooman,1954-02-27
83525,Xianlong,Kolvik,1952-10-06
83531,DAIDA,Pezzoli,1954-02-19
83534,Xiadong,Homond,1955-08-29
83537,Mang,Masada,1955-04-09
83540,Rafail,Andreotta,1955-03-25
83546,Maha,Kawashimo,1953-03-27
83547,Uma,Ponthieu,1952-11-12
83551,Aral,Pashtan,1952-06-18
83552,Mana,Zlotek,1952-03-27
83555,Yongqiao,Berendt,1953-05-23
83557,Elvis,Candan,1953-02-28
83559,Mircea,Schmittgen,1955-04-05
83560,Alagu,Einsfeld,1953-09-12
83563,Christ,Porenta,1952-02-10
83564,Maha,Bahr,1955-11-25
83565,Nevio,Beidas,1952-09-24
83566,Subir,Lipner,1954-05-26
83569,Jiafu,Peroz,1954-01-06
83571,Kensei,Mawatari,1955-05-26
83573,Slavian,Thummel,1954-02-02
83574,Gonzalo,Masamoto,1953-08-31
83576,Mayumi,Cronan,1954-10-02
83579,Giordano,Caine,1953-07-27
83580,Leandro,Luit,1954-10-16
83582,Moie,Serna,1954-11-23
83583,Guadalupe,Sethi,1955-05-06
83584,Bojan,Weiland,1954-11-28
83585,Susuma,Himler,1953-02-22
83589,Sorina,Streng,1955-02-19
83592,Georgy,Baek,1952-05-01
83595,Divine,Koshino,1953-07-04
83597,Sajjan,Llado,1953-10-27
83598,Cullen,Wynblatt,1954-10-08
83600,Muzhong,Mayerwieser,1955-08-02
83603,Shuichi,Wroclawski,1953-04-03
83605,Persi,Fordan,1952-05-14
83609,Faiza,Kolvik,1952-09-24
83612,Branimir,Veevers,1952-12-11
83614,Takanari,Schach,1955-11-05
83615,Niranjan,Aumann,1952-09-09
83619,Ipke,Daescu,1954-11-10
83620,Fumiya,Sanella,1954-05-15
83626,Reuven,Maccarone,1955-10-31
83629,Tamiya,Fabrizio,1953-06-01
83630,Mark,Magalhaes,1954-04-22
83634,Danae,Randi,1954-04-30
83641,Aimee,Luders,1952-06-15
83643,Jinxi,Tsukune,1953-07-12
83649,Joydip,Soloway,1952-08-10
83650,Mariangiola,Raoux,1954-05-05
83655,Qiwen,Kinley,1953-10-02
83658,Nathan,Reistad,1954-02-13
83661,Lobel,Rabehasaina,1954-04-10
83662,Heng,Rajcani,1955-01-18
83663,Sachin,Uhrig,1955-09-17
83665,Horward,Knightly,1952-04-16
83668,Irena,Llado,1954-04-09
83669,Kasidit,Zlotek,1952-06-13
83673,Chanjung,Rosin,1952-10-28
83679,Bowen,Zyda,1952-04-24
83680,Jaques,Antonakopoulos,1955-04-17
83689,Takahito,Michaeli,1954-03-14
83691,Siamak,Luga,1954-01-15
83695,Susanna,Kavvadias,1952-09-23
83696,Satosi,Passafiume,1952-03-14
83698,Adib,Krohn,1955-03-13
83699,Fayez,Luby,1953-08-14
83702,Hirochika,Parascandalo,1953-01-22
83705,Sugwoo,Standera,1952-05-05
83706,Tsz,Shumilov,1953-08-09
83712,Adas,Cummings,1952-06-11
83715,Zeydy,Steinauer,1952-03-30
83725,Abdulah,Asmuth,1954-10-09
83726,Premsyl,Chiola,1952-10-22
83730,Dharmaraja,Lorie,1952-10-14
83735,Uinam,Rajaraman,1953-06-28
83736,Kristina,Ruther,1955-05-14
83745,Odoardo,Mitzlaff,1954-12-19
83747,Kristine,Schwabacher,1955-01-12
83748,Hyuncheol,Molberg,1955-12-13
83750,Zsolt,Gulik,1952-12-01
83751,Sumant,Eppinger,1953-04-12
83752,Sariel,Cooman,1952-11-28
83753,Sachar,Liedekerke,1955-12-09
83756,Constantijn,Esposito,1955-04-04
83757,Radhia,Zielinski,1953-06-12
83759,Tsvetan,Puoti,1954-12-16
83762,Odinaldo,Kranzdorf,1952-08-27
83763,Caolyn,Casperson,1954-03-14
83768,Mark,Ariola,1954-07-11
83769,Yuichiro,Scallan,1955-09-28
83772,Remco,Schapire,1952-06-08
83776,Irene,Onuegbe,1952-06-26
83778,Premsyl,Nitto,1953-05-16
83783,Mayuri,Baranowski,1953-10-19
83787,Xuejia,Lanzelotte,1955-03-30
83790,Huiqun,DuCasse,1952-07-06
83792,Otmar,Nishimukai,1953-08-26
83797,Kazuhisa,Fontan,1952-09-08
83798,Shigeo,Kropp,1954-11-25
83800,Tamiya,Wroclawski,1952-03-20
83801,Domenico,Schueller,1953-06-25
83803,Weiwu,Bael,1953-09-07
83804,Iara,Kragelund,1954-04-30
83806,Froduald,Kumaresan,1952-11-04
83808,Danel,Setiz,1953-04-12
83812,Leen,Salvesen,1955-05-14
83819,Toong,Rajcani,1953-08-18
83822,Menkae,Haddadi,1952-05-24
83824,Shin,Ananiadou,1953-02-11
83826,Xiaoqiu,Schneeberger,1953-12-31
83829,Cristinel,Zielinski,1952-09-13
83831,Christoph,Merro,1953-08-18
83835,Karoline,Alameldin,1954-01-14
83838,Hideo,Sanella,1954-11-02
83839,Hitomi,Clouatre,1954-05-24
83843,Hiroyasu,Deyuan,1954-09-14
83844,Erzsebet,Hertweck,1955-09-21
83845,Franziska,Chleq,1955-07-25
83847,Ramalingam,Terkki,1955-03-20
83849,Shaleah,Schwartzburd,1955-09-01
83850,Mooi,Bugaenko,1954-07-19
83854,Uta,Mitina,1954-12-28
83855,Sadegh,Nyrup,1952-12-14
83856,Udi,Ernst,1954-03-16
83858,Gregory,Matzke,1952-05-19
83862,Lech,Muniz,1954-10-05
83863,Duri,Dengi,1954-11-03
83871,Shaleah,Birch,1952-02-09
83873,Jaihie,Bednarek,1953-05-19
83875,Neelam,Herber,1953-11-02
83879,Irena,Georg,1955-01-11
83881,Gino,Michaels,1952-05-30
83887,Doohun,Ciolek,1952-12-07
83891,Gopalakrishnan,Falster,1955-06-01
83894,Manibrata,Passino,1955-01-22
83895,Hyuncheol,Pettey,1952-03-12
83898,Erzsebet,England,1953-05-06
83905,Alejandra,Savasere,1954-01-30
83908,Martina,Lamma,1954-01-21
83910,Zdislav,Flexer,1954-10-09
83913,Xuejia,Mitsuhashi,1955-11-21
83920,Irena,Schurmann,1953-11-18
83923,Bedir,Garnham,1953-06-23
83927,Gladys,Kobara,1954-07-21
83928,Paraskevi,Apsitis,1955-04-03
83932,Yinlin,Gils,1954-10-25
83934,Mabhin,Edelhoff,1954-05-21
83935,Mohammad,Miake,1952-04-15
83937,Lunjin,Munro,1954-11-30
83944,Tokuyasu,Zeilberger,1954-12-05
83945,Geoffrey,Dengi,1954-07-04
83947,Lucien,Usdin,1955-04-25
83949,Tomokazu,Biran,1953-01-15
83957,Odysseas,Olivero,1952-09-06
83963,Rosella,Navazio,1954-08-02
83968,Giap,Rando,1955-11-06
83969,Kristin,Sabnani,1954-07-04
83971,Ramzi,Flanders,1955-03-25
83977,Masali,Yetim,1955-01-28
83980,Zhigen,Vrecion,1952-06-29
83984,Mingsen,Pluym,1955-08-18
83986,Danae,Cusworth,1953-09-07
83988,Georg,Kruskal,1952-10-19
83989,Masaki,Kalorkoti,1955-05-02
83993,Chaitali,Baby,1955-07-09
83994,Danae,Hanabata,1952-04-30
83996,Fumitaka,Gils,1952-02-14
84000,Val,Antonakopoulos,1954-03-22
84001,Badri,Facello,1955-06-02
84009,Ashish,Bazzichi,1953-02-05
84010,Manibrata,Argence,1952-02-19
84012,Marko,Salvesen,1954-08-18
84014,Vishu,Suermann,1953-11-20
84015,Ronghao,Kusalik,1954-08-14
84021,Parviz,Bierbaum,1955-08-07
84022,Tianruo,Parhami,1955-10-21
84025,Ugo,Ariola,1954-10-02
84026,Moti,Bugaenko,1954-10-17
84030,Fun,Vitiello,1952-03-18
84038,Tiina,Zirintsis,1953-11-21
84040,Vasilis,Uchoa,1953-07-24
84042,Gita,Maraist,1953-05-12
84044,Abdelwaheb,Baba,1955-05-09
84048,Lillian,Portugali,1953-03-13
84051,Kirk,Taubman,1952-08-08
84053,Takahito,Heydon,1952-11-22
84054,Vatsa,Karnin,1955-01-08
84057,Zorica,Jervis,1953-10-20
84058,Huai,Rajcani,1953-09-20
84059,Lidong,Hofting,1955-03-03
84061,Khaled,Gopalakrishnan,1953-05-19
84062,Shuichi,Comyn,1953-07-06
84066,Jianhui,Thambidurai,1953-09-15
84070,Martins,Vuskovic,1955-08-05
84071,Boriana,Leivant,1952-07-20
84072,Keiichiro,Makinen,1954-02-25
84074,Denny,Marshall,1953-10-29
84093,Masamitsu,Cronau,1955-09-24
84095,Ziyad,Boudaillier,1955-06-25
84097,Constantino,Bahl,1955-07-21
84098,Shalesh,Merle,1952-12-23
84104,Ekawit,Erez,1953-03-26
84111,Shir,Serov,1954-09-08
84114,Gaetan,Naudin,1954-07-25
84115,Arvind,Rosaz,1955-12-05
84117,Flemming,Zirintsis,1954-08-02
84120,Tua,Bednarek,1954-01-08
84121,Domenick,Erni,1952-03-11
84133,Remko,Lukaszewicz,1955-11-18
84135,Heejo,Marrakchi,1953-08-15
84137,Genevieve,Baik,1953-06-02
84138,Jovan,Maginnis,1955-06-30
84139,Fabrizio,Walston,1952-12-18
84144,Radhia,Wursthorn,1954-06-22
84145,Marl,Genin,1953-11-28
84146,Xiaoqiu,Vecchio,1952-02-26
84151,Shmuel,Negoita,1953-09-19
84156,Bouchung,Hartvigsen,1952-09-05
84159,Sreekrishna,Farrag,1954-06-03
84160,Jaideep,Sherertz,1954-06-08
84164,Arunachalam,Matzel,1953-09-19
84167,Sushant,Brookner,1954-05-12
84172,Sanjeeva,Ozeki,1953-04-12
84184,Chuanyi,Castellani,1953-12-04
84185,Yuchang,Iisaku,1955-08-23
84188,Serenella,Holburn,1953-02-04
84196,Anestis,Siegrist,1954-07-28
84202,Atreye,Serre,1953-11-16
84203,Kristine,Sanella,1953-01-17
84205,Hironobu,Mandell,1954-08-12
84212,Aiichiro,Bolsens,1953-07-24
84213,Snehasis,Herath,1954-09-21
84214,Van,Chaudhuri,1955-02-09
84218,Dharmaraja,Ginesta,1954-08-17
84219,DeForest,Vuskovic,1954-10-04
84223,Breannda,Boguraev,1955-01-30
84242,Tremaine,Panienski,1954-07-12
84245,Heather,Iisaka,1955-09-10
84250,Tetsushi,Perna,1952-11-11
84255,Ramalingam,Nations,1952-04-16
84260,Gunilla,Boreale,1954-08-05
84263,Jackson,Henseler,1954-01-22
84268,Kazuhira,Belinskaya,1955-05-05
84271,Yuichiro,Ramalingam,1954-11-02
84273,Arup,Birnbaum,1952-04-24
84278,Olivera,Farrel,1954-01-25
84282,Saddek,Mateescu,1955-05-31
84283,Gal,Slaats,1954-04-12
84285,Jaroslava,Velardi,1954-10-29
84292,Leaf,Luff,1955-07-09
84295,Hercules,Himler,1952-10-31
84298,Baruch,Roohalamini,1955-01-08
84303,Aimee,Ferriere,1955-12-13
84304,Weijing,Camarinopoulos,1953-01-01
84305,Minghong,Kalloufi,1955-07-13
84308,Panayotis,Lambe,1955-06-16
84309,Jayson,Tramer,1955-06-13
84317,Shimshon,Alpin,1952-05-21
84318,Shin,Lally,1954-10-24
84320,Arve,Koyama,1952-12-15
84322,Berto,Gide,1954-10-17
84324,Yongmao,Salinas,1954-01-09
84326,Teiji,Akaboshi,1954-12-19
84328,Sudhanshu,Seghrouchni,1955-06-18
84331,Ziyad,Rousseau,1954-04-14
84333,Koldo,Siksek,1955-08-27
84334,Zdislav,Emden,1955-12-19
84335,Bernice,Dayang,1953-01-06
84337,Zvonko,Ligten,1952-09-09
84340,Moriyoshi,Granlund,1953-08-17
84350,Tesuro,Lorch,1954-10-30
84353,Genta,Pesch,1954-10-31
84361,Zijian,Boudaillier,1952-04-02
84362,JoAnne,Maccarone,1954-05-03
84364,Kazuyasu,Kulisch,1952-08-11
84366,Radhika,Perry,1954-12-17
84370,Fei,Reghbati,1954-09-22
84373,Yongmao,Dengi,1955-12-13
84374,Karsten,Choobineh,1955-08-31
84377,Karoline,Nivat,1954-09-24
84382,Harjit,Wallrath,1954-01-07
84383,Samphel,Eickenmeyer,1955-03-31
84385,Ortrun,Segond,1954-08-07
84388,Chikako,Sifakis,1952-10-18
84393,Marke,Yemenis,1953-11-12
84394,Kersti,Beznosov,1952-12-30
84399,Sachem,Munawer,1955-07-23
84407,Chaoyi,Plessier,1955-04-20
84408,Itzchak,Kruskal,1953-06-29
84409,Malu,Bierman,1955-05-25
84412,Somnath,Delgrande,1953-12-08
84415,Sanjoy,Budinsky,1955-07-30
84416,Satosi,Lanphier,1953-07-19
84419,Hailing,Foote,1954-02-02
84421,Lokesh,Schaar,1955-01-10
84425,Arno,Vidya,1954-05-10
84427,IEEE,Valiente,1952-08-19
84429,Chinhyun,Oberman,1955-01-15
84432,Stein,Danecki,1952-05-04
84437,Salvador,Emmart,1955-11-24
84446,Geoffry,Birsak,1955-11-14
84447,Sachin,Ossenbruggen,1954-04-20
84458,Toshiko,Molenkamp,1954-07-27
84459,Amalendu,Barreiro,1954-12-30
84467,Hilari,Ramras,1952-03-12
84468,Along,Kirkerud,1953-02-27
84475,Kien,Erni,1952-03-20
84481,Maren,Sooriamurthi,1952-10-10
84487,Apostol,Hashii,1954-02-27
84501,Khatoun,Chaudhuri,1952-05-09
84502,Murthy,Tomescu,1955-01-01
84506,Michaela,Pfau,1952-08-14
84510,Matt,Leaver,1953-03-22
84511,Mostafa,Wendorf,1953-01-23
84517,Krassimir,Keohane,1954-10-06
84519,Nikolaos,Picco,1953-02-24
84520,Shahar,Leijenhorst,1954-11-30
84525,Vugranam,Schwartzbauer,1955-06-17
84529,Luisa,Kugler,1952-07-04
84530,Marsal,Jansen,1955-05-15
84533,Yurii,Baalen,1955-07-13
84539,Jiann,Nanard,1954-03-14
84544,Nigel,Ermel,1952-12-30
84546,Gregory,DeMori,1952-07-04
84547,Subhankar,Lanzelotte,1955-02-21
84549,Remco,Morrin,1955-01-15
84552,Pramod,Sidou,1953-04-02
84553,Ekawit,Lamparter,1952-11-26
84563,Susanne,Koshino,1953-09-07
84568,Denny,Peltason,1955-03-29
84570,Patricio,Asrin,1953-09-07
84574,Sachio,Kaltofen,1952-04-08
84578,Shigeaki,Chorvat,1954-05-01
84579,Frederique,Montemayor,1952-03-06
84580,Serenella,Dulli,1953-11-28
84582,Huican,Loncour,1955-03-06
84585,Shen,Eppinger,1952-03-13
84587,Sangeeta,Bressoud,1955-12-05
84588,Uinam,Babu,1955-03-05
84591,Toshimo,Haddadi,1953-02-11
84592,Xinglin,Ressouche,1955-12-23
84595,Xiaopeng,Christianini,1953-06-14
84596,Poornachandra,Picht,1952-04-08
84599,Yolla,Ranst,1955-08-07
84600,Sham,Chachaty,1955-06-08
84603,Serge,Chartres,1955-02-19
84606,Gully,Kawashimo,1953-11-22
84608,Ung,Przulj,1955-02-02
84611,Uli,Lichtner,1955-04-15
84612,Krisda,Backhouse,1955-05-04
84617,Mohan,Delgrande,1952-03-28
84621,Weiye,Ducloy,1954-03-04
84626,Yonghong,Pena,1955-08-04
84628,Tsvetan,Anick,1955-03-07
84629,Heon,Kaltofen,1954-08-15
84635,Arno,Siegrist,1955-05-02
84639,Prasadram,Marletta,1953-01-26
84641,Gaurav,Demri,1954-02-19
84648,Piyush,Siepmann,1952-06-17
84649,Ennio,Muniz,1955-02-07
84652,Hatim,Ertl,1954-04-12
